PacketID,Payload,SourceAgent,TargetRow,TargetCol,Mode,SendTime,ReceptionTime,Latency,DestinationAgent,Status
6c89a7_0_2_1,0x6c89a7,12,0,2,1,295955,296145,190,1,RECEIVED
60632e_3_5_0,0x60632e,13,3,5,0,296175,296365,190,14,RECEIVED
6e0e0c_4_0_1,0x6e0e0c,14,4,0,1,296385,0,0,-1,LOST
3c967e_2_0_1,0x3c967e,15,2,0,1,296475,296575,100,5,RECEIVED
750528_0_1_1,0x750528,0,0,1,1,296695,296975,280,0,RECEIVED
47a1ec_0_2_0,0x47a1ec,1,0,2,0,296975,297165,190,1,RECEIVED
47998c_1_5_1,0x47998c,2,1,5,1,297205,297355,150,12,RECEIVED
1ad01d_2_5_1,0x1ad01d,3,2,5,1,297495,297745,250,13,RECEIVED
1ccdb6_1_5_1,0x1ccdb6,4,1,5,1,297715,297995,280,12,RECEIVED
4da771_2_0_0,0x4da771,5,2,0,0,297925,298025,100,5,RECEIVED
3e91d5_0_1_1,0x3e91d5,6,0,1,1,298205,298215,10,0,RECEIVED
14e083_5_4_1,0x14e083,7,5,4,1,298395,298805,410,11,RECEIVED
350a01_4_5_0,0x350a01,8,4,5,0,298605,299035,430,15,RECEIVED
58450c_0_3_0,0x58450c,9,0,3,0,298845,299035,190,2,RECEIVED
16dc5b_1_0_1,0x16dc5b,10,1,0,1,298955,298965,10,4,RECEIVED
4906d_0_2_1,0x4906d,11,0,2,1,299115,299215,100,1,RECEIVED
699205_2_0_1,0x699205,12,2,0,1,299245,299345,100,5,RECEIVED
566d9a_0_3_0,0x566d9a,13,0,3,0,299345,299535,190,2,RECEIVED
4d7edf_0_1_0,0x4d7edf,14,0,1,0,299585,299595,10,0,RECEIVED
f335a_3_0_1,0xf335a,15,3,0,1,299875,300065,190,6,RECEIVED
4a989f_0_4_0,0x4a989f,0,0,4,0,299965,300245,280,3,RECEIVED
343f3a_3_5_0,0x343f3a,1,3,5,0,300055,300525,470,14,RECEIVED
69e556_5_2_0,0x69e556,2,5,2,0,300335,300585,250,9,RECEIVED
4e4de7_1_5_0,0x4e4de7,3,1,5,0,300505,300785,280,12,RECEIVED
2bc6a2_3_0_0,0x2bc6a2,4,3,0,0,300595,300785,190,6,RECEIVED
19568e_2_5_0,0x19568e,5,2,5,0,300825,301195,370,13,RECEIVED
46c88b_3_0_1,0x46c88b,6,3,0,1,300975,301165,190,6,RECEIVED
7ddb7b_1_0_1,0x7ddb7b,7,1,0,1,301265,301275,10,4,RECEIVED
678e00_0_4_1,0x678e00,8,0,4,1,301445,301725,280,3,RECEIVED
13fa83_0_1_0,0x13fa83,9,0,1,0,301725,301735,10,0,RECEIVED
5e6598_0_1_0,0x5e6598,10,0,1,0,301945,301955,10,0,RECEIVED
558378_0_1_0,0x558378,11,0,1,0,302235,302245,10,0,RECEIVED
63294f_0_2_0,0x63294f,12,0,2,0,302365,302465,100,1,RECEIVED
23ac34_3_5_0,0x23ac34,13,3,5,0,302565,303025,460,14,RECEIVED
1753a1_5_4_1,0x1753a1,14,5,4,1,302675,303185,510,11,RECEIVED
664474_2_0_0,0x664474,15,2,0,0,302945,303045,100,5,RECEIVED
51087d_0_3_0,0x51087d,0,0,3,0,303165,303355,190,2,RECEIVED
5c9d60_4_0_0,0x5c9d60,1,4,0,0,303435,303715,280,7,RECEIVED
167c52_5_3_0,0x167c52,2,5,3,0,303705,304045,340,10,RECEIVED
377e24_1_5_0,0x377e24,3,1,5,0,303985,304265,280,12,RECEIVED
4c32e0_0_4_0,0x4c32e0,4,0,4,0,304145,304425,280,3,RECEIVED
614919_5_2_0,0x614919,5,5,2,0,304355,304665,310,9,RECEIVED
415b7a_5_1_1,0x415b7a,6,5,1,1,304595,304875,280,8,RECEIVED
22b6f6_0_3_0,0x22b6f6,7,0,3,0,304765,304955,190,2,RECEIVED
6a2d18_1_0_0,0x6a2d18,8,1,0,0,304985,304995,10,4,RECEIVED
1d2f8d_5_1_0,0x1d2f8d,9,5,1,0,305155,305435,280,8,RECEIVED
2d7b5d_0_1_0,0x2d7b5d,10,0,1,0,305245,305255,10,0,RECEIVED
2e3f76_5_3_1,0x2e3f76,11,5,3,1,305345,305765,420,10,RECEIVED
22f177_1_5_0,0x22f177,12,1,5,0,305585,305865,280,12,RECEIVED
191cc6_5_4_1,0x191cc6,13,5,4,1,305735,306285,550,11,RECEIVED
617603_3_5_0,0x617603,14,3,5,0,305985,306445,460,14,RECEIVED
101e8b_0_2_0,0x101e8b,15,0,2,0,306205,306305,100,1,RECEIVED
126d99_2_5_1,0x126d99,0,2,5,1,306305,306615,310,13,RECEIVED
158c7f_3_5_1,0x158c7f,1,3,5,1,306505,306905,400,14,RECEIVED
496d2c_2_0_1,0x496d2c,2,2,0,1,306645,306745,100,5,RECEIVED
513438_2_0_1,0x513438,3,2,0,1,306835,306935,100,5,RECEIVED
378bd3_5_3_0,0x378bd3,4,5,3,0,307115,307395,280,10,RECEIVED
882f7_2_5_1,0x882f7,5,2,5,1,307325,307675,350,13,RECEIVED
783554_5_1_1,0x783554,6,5,1,1,307605,307885,280,8,RECEIVED
1010ca_3_0_0,0x1010ca,7,3,0,0,307735,307925,190,6,RECEIVED
59601e_0_1_0,0x59601e,8,0,1,0,307935,307945,10,0,RECEIVED
25c82a_0_1_0,0x25c82a,9,0,1,0,308095,308105,10,0,RECEIVED
21f40_5_4_1,0x21f40,10,5,4,1,308305,308835,530,11,RECEIVED
419574_0_1_0,0x419574,11,0,1,0,308585,308595,10,0,RECEIVED
596d8a_4_5_1,0x596d8a,12,4,5,1,308725,309275,550,15,RECEIVED
5a9126_5_4_1,0x5a9126,13,5,4,1,308865,309415,550,11,RECEIVED
3d9479_1_5_1,0x3d9479,14,1,5,1,309105,309385,280,12,RECEIVED
475cae_0_1_1,0x475cae,15,0,1,1,309385,309395,10,0,RECEIVED
2c4adf_5_2_0,0x2c4adf,0,5,2,0,309675,309865,190,9,RECEIVED
2a01c1_1_5_0,0x2a01c1,1,1,5,0,309795,310075,280,12,RECEIVED
2c2a0d_0_4_0,0x2c2a0d,2,0,4,0,310045,310325,280,3,RECEIVED
1352e0_2_5_1,0x1352e0,3,2,5,1,310235,310585,350,13,RECEIVED
4d5f7b_3_0_0,0x4d5f7b,4,3,0,0,310485,310675,190,6,RECEIVED
18cd6_1_5_1,0x18cd6,5,1,5,1,310645,310925,280,12,RECEIVED
3bc9c8_5_1_1,0x3bc9c8,6,5,1,1,310835,311115,280,8,RECEIVED
97d22_5_1_1,0x97d22,7,5,1,1,311105,311385,280,8,RECEIVED
478725_1_0_1,0x478725,8,1,0,1,311405,311455,50,4,RECEIVED
2ea455_3_5_1,0x2ea455,9,3,5,1,311555,311885,330,14,RECEIVED
2d89cf_0_1_1,0x2d89cf,10,0,1,1,311715,311815,100,0,RECEIVED
28baa3_0_3_1,0x28baa3,11,0,3,1,311915,312195,280,2,RECEIVED
6fe4a9_5_1_0,0x6fe4a9,12,5,1,0,312025,312215,190,8,RECEIVED
2e7895_3_0_0,0x2e7895,13,3,0,0,312305,312405,100,6,RECEIVED
2dc8f4_1_5_1,0x2dc8f4,14,1,5,1,312455,312825,370,12,RECEIVED
53399_2_0_0,0x53399,15,2,0,0,312625,312635,10,5,RECEIVED
cf099_2_0_1,0xcf099,0,2,0,1,312875,312885,10,5,RECEIVED
2bb0ef_0_1_1,0x2bb0ef,1,0,1,1,313075,313175,100,0,RECEIVED
24017a_0_1_0,0x24017a,2,0,1,0,313295,313395,100,0,RECEIVED
3e2504_1_5_1,0x3e2504,3,1,5,1,313475,313845,370,12,RECEIVED
5ee25d_5_1_0,0x5ee25d,4,5,1,0,313705,313895,190,8,RECEIVED
765161_5_3_1,0x765161,5,5,3,1,313825,314175,350,10,RECEIVED
11f7c4_4_0_0,0x11f7c4,6,4,0,0,314005,314195,190,7,RECEIVED
24888f_4_5_0,0x24888f,7,4,5,0,314155,314495,340,15,RECEIVED
6a21d4_5_3_1,0x6a21d4,8,5,3,1,314365,314735,370,10,RECEIVED
2f7293_4_5_0,0x2f7293,9,4,5,0,314615,315075,460,15,RECEIVED
416dec_5_4_0,0x416dec,10,5,4,0,314745,315205,460,11,RECEIVED
622545_3_5_0,0x622545,11,3,5,0,315035,315405,370,14,RECEIVED
4075e4_5_3_0,0x4075e4,12,5,3,0,315125,315385,260,10,RECEIVED
76285e_5_2_1,0x76285e,13,5,2,1,315365,315645,280,9,RECEIVED
53ded6_3_5_1,0x53ded6,14,3,5,1,315635,315965,330,14,RECEIVED
566716_0_1_0,0x566716,15,0,1,0,315885,315985,100,0,RECEIVED
4f66f7_3_5_1,0x4f66f7,0,3,5,1,316005,316375,370,14,RECEIVED
5b9276_0_4_0,0x5b9276,1,0,4,0,316095,316445,350,3,RECEIVED
4ff000_4_0_1,0x4ff000,2,4,0,1,316305,316495,190,7,RECEIVED
780d48_3_5_1,0x780d48,3,3,5,1,316475,316845,370,14,RECEIVED
b9e3b_2_0_0,0xb9e3b,4,2,0,0,316645,316655,10,5,RECEIVED
735456_0_2_0,0x735456,5,0,2,0,316905,317075,170,1,RECEIVED
5ae696_4_0_0,0x5ae696,6,4,0,0,317125,317315,190,7,RECEIVED
22f13d_0_1_1,0x22f13d,7,0,1,1,317225,317325,100,0,RECEIVED
4fcf53_1_0_1,0x4fcf53,8,1,0,1,317445,317545,100,4,RECEIVED
53605f_5_4_1,0x53605f,9,5,4,1,317605,318025,420,11,RECEIVED
435125_3_0_0,0x435125,10,3,0,0,317835,317935,100,6,RECEIVED
442884_5_2_0,0x442884,11,5,2,0,317985,318145,160,9,RECEIVED
3a9ff8_3_5_1,0x3a9ff8,12,3,5,1,318215,318565,350,14,RECEIVED
5647c1_4_5_0,0x5647c1,13,4,5,0,318425,318765,340,15,RECEIVED
16690_5_1_0,0x16690,14,5,1,0,318535,318725,190,8,RECEIVED
4ed601_2_5_0,0x4ed601,15,2,5,0,318705,318985,280,13,RECEIVED
389a2_0_2_1,0x389a2,0,0,2,1,318975,319105,130,1,RECEIVED
510692_1_5_1,0x510692,1,1,5,1,319075,319385,310,12,RECEIVED
4aee30_4_0_1,0x4aee30,2,4,0,1,319345,319535,190,7,RECEIVED
4306c_5_3_1,0x4306c,3,5,3,1,319495,319845,350,10,RECEIVED
5f65f7_5_4_0,0x5f65f7,4,5,4,0,319615,320075,460,11,RECEIVED
22df80_5_1_0,0x22df80,5,5,1,0,319885,320075,190,8,RECEIVED
40f7b6_3_5_0,0x40f7b6,6,3,5,0,320095,320465,370,14,RECEIVED
6dddae_0_1_1,0x6dddae,7,0,1,1,320195,320295,100,0,RECEIVED
46c490_4_5_0,0x46c490,8,4,5,0,320375,320835,460,15,RECEIVED
392009_0_1_1,0x392009,9,0,1,1,320605,320705,100,0,RECEIVED
5498be_1_0_1,0x5498be,10,1,0,1,320725,320825,100,4,RECEIVED
303de4_0_2_1,0x303de4,11,0,2,1,320875,321065,190,1,RECEIVED
697b5a_5_1_1,0x697b5a,12,5,1,1,320975,321165,190,8,RECEIVED
4b7591_1_5_1,0x4b7591,13,1,5,1,321205,321575,370,12,RECEIVED
69003e_4_5_1,0x69003e,14,4,5,1,321455,321895,440,15,RECEIVED
615436_1_0_0,0x615436,15,1,0,0,321615,321715,100,4,RECEIVED
5ba044_4_5_1,0x5ba044,0,4,5,1,321745,322205,460,15,RECEIVED
1507a2_5_3_1,0x1507a2,1,5,3,1,321855,322225,370,10,RECEIVED
221f8_3_5_0,0x221f8,2,3,5,0,321955,322325,370,14,RECEIVED
311389_3_0_0,0x311389,3,3,0,0,322165,322265,100,6,RECEIVED
3ea9cc_2_0_1,0x3ea9cc,4,2,0,1,322315,322325,10,5,RECEIVED
7d47d4_5_3_0,0x7d47d4,5,5,3,0,322535,322785,250,10,RECEIVED
650dfb_0_4_1,0x650dfb,6,0,4,1,322695,323065,370,3,RECEIVED
248f16_2_5_1,0x248f16,7,2,5,1,322985,323265,280,13,RECEIVED
9dbea_5_2_0,0x9dbea,8,5,2,0,323115,323275,160,9,RECEIVED
32cc4c_1_5_0,0x32cc4c,9,1,5,0,323375,323725,350,12,RECEIVED
5fa4e_5_1_0,0x5fa4e,10,5,1,0,323465,323655,190,8,RECEIVED
3e7417_5_3_0,0x3e7417,11,5,3,0,323695,324065,370,10,RECEIVED
50000d_5_1_0,0x50000d,12,5,1,0,323825,324015,190,8,RECEIVED
af53e_5_4_0,0xaf53e,13,5,4,0,323915,324315,400,11,RECEIVED
6e0732_1_0_0,0x6e0732,14,1,0,0,324085,324225,140,4,RECEIVED
154f40_5_2_0,0x154f40,15,5,2,0,324345,324515,170,9,RECEIVED
3d45ef_4_0_0,0x3d45ef,0,4,0,0,324445,324545,100,7,RECEIVED
271668_5_3_1,0x271668,1,5,3,1,324555,324795,240,10,RECEIVED
797755_0_4_1,0x797755,2,0,4,1,324825,325225,400,3,RECEIVED
6dfbd8_4_0_0,0x6dfbd8,3,4,0,0,324975,325075,100,7,RECEIVED
59a86f_2_0_0,0x59a86f,4,2,0,0,325135,325235,100,5,RECEIVED
5877fb_5_4_1,0x5877fb,5,5,4,1,325275,325625,350,11,RECEIVED
7444b7_4_0_1,0x7444b7,6,4,0,1,325415,325515,100,7,RECEIVED
528ae4_3_0_1,0x528ae4,7,3,0,1,325565,325575,10,6,RECEIVED
585f2_3_5_0,0x585f2,8,3,5,0,325835,326075,240,14,RECEIVED
735e44_1_5_1,0x735e44,9,1,5,1,325965,326425,460,12,RECEIVED
14e8e0_1_0_1,0x14e8e0,10,1,0,1,326055,326255,200,4,RECEIVED
40e53_0_4_1,0x40e53,11,0,4,1,326205,326665,460,3,RECEIVED
3b4e4f_5_3_0,0x3b4e4f,12,5,3,0,326465,326685,220,10,RECEIVED
80668_1_0_0,0x80668,13,1,0,0,326725,326915,190,4,RECEIVED
b405f_3_0_1,0xb405f,14,3,0,1,327015,327025,10,6,RECEIVED
3ec36a_0_4_1,0x3ec36a,15,0,4,1,327105,327645,540,3,RECEIVED
250f45_0_2_0,0x250f45,0,0,2,0,327195,327425,230,1,RECEIVED
2b615f_5_1_0,0x2b615f,1,5,1,0,327435,327535,100,8,RECEIVED
21051b_2_5_0,0x21051b,2,2,5,0,327595,327945,350,13,RECEIVED
418d7a_5_3_1,0x418d7a,3,5,3,1,327685,327945,260,10,RECEIVED
14c841_2_5_0,0x14c841,4,2,5,0,327945,328315,370,13,RECEIVED
60ec47_3_5_1,0x60ec47,5,3,5,1,328125,328405,280,14,RECEIVED
4c7143_0_2_1,0x4c7143,6,0,2,1,328295,328575,280,1,RECEIVED
1823cc_1_0_1,0x1823cc,7,1,0,1,328495,328685,190,4,RECEIVED
28879a_3_5_0,0x28879a,8,3,5,0,328595,328875,280,14,RECEIVED
1a976e_1_5_0,0x1a976e,9,1,5,0,328805,329245,440,12,RECEIVED
2f0da4_4_0_1,0x2f0da4,10,4,0,1,329085,329185,100,7,RECEIVED
2b60e3_0_4_0,0x2b60e3,11,0,4,0,329375,329835,460,3,RECEIVED
266273_3_0_0,0x266273,12,3,0,0,329465,329475,10,6,RECEIVED
3bf72f_4_0_0,0x3bf72f,13,4,0,0,329615,329715,100,7,RECEIVED
317858_5_4_0,0x317858,14,5,4,0,329865,330175,310,11,RECEIVED
13a820_0_2_1,0x13a820,15,0,2,1,330115,330395,280,1,RECEIVED
69d973_5_4_1,0x69d973,0,5,4,1,330355,330705,350,11,RECEIVED
76104a_0_1_1,0x76104a,1,0,1,1,330545,330735,190,0,RECEIVED
740cb8_2_5_1,0x740cb8,2,2,5,1,330665,330915,250,13,RECEIVED
1dda24_3_0_1,0x1dda24,3,3,0,1,330785,330795,10,6,RECEIVED
2731b2_0_1_1,0x2731b2,4,0,1,1,330895,331085,190,0,RECEIVED
1185fe_3_5_1,0x1185fe,5,3,5,1,331015,331295,280,14,RECEIVED
57b753_5_1_0,0x57b753,6,5,1,0,331145,331245,100,8,RECEIVED
38d6e0_5_1_0,0x38d6e0,7,5,1,0,331335,331435,100,8,RECEIVED
70148b_4_5_0,0x70148b,8,4,5,0,331545,331855,310,15,RECEIVED
759ff0_1_0_1,0x759ff0,9,1,0,1,331675,331865,190,4,RECEIVED
7651b2_3_0_0,0x7651b2,10,3,0,0,331845,331855,10,6,RECEIVED
1d794e_0_4_0,0x1d794e,11,0,4,0,331935,332375,440,3,RECEIVED
4a117d_5_1_0,0x4a117d,12,5,1,0,332115,332215,100,8,RECEIVED
2b33b_3_0_1,0x2b33b,13,3,0,1,332335,332345,10,6,RECEIVED
d6532_1_5_1,0xd6532,14,1,5,1,332545,332945,400,12,RECEIVED
187be1_3_0_1,0x187be1,15,3,0,1,332815,332825,10,6,RECEIVED
69f233_3_0_0,0x69f233,0,3,0,0,333015,333025,10,6,RECEIVED
62e6f9_0_3_0,0x62e6f9,1,0,3,0,333275,333605,330,2,RECEIVED
74a9ca_4_0_0,0x74a9ca,2,4,0,0,333525,333625,100,7,RECEIVED
6d3764_0_4_0,0x6d3764,3,0,4,0,333755,334195,440,3,RECEIVED
1eee79_3_5_0,0x1eee79,4,3,5,0,333995,334275,280,14,RECEIVED
1e0d46_0_2_1,0x1e0d46,5,0,2,1,334085,334365,280,1,RECEIVED
1095be_5_2_1,0x1095be,6,5,2,1,334375,334565,190,9,RECEIVED
7a3ae_4_0_1,0x7a3ae,7,4,0,1,334635,334735,100,7,RECEIVED
612051_2_0_0,0x612051,8,2,0,0,334835,334935,100,5,RECEIVED
49c5f4_0_4_1,0x49c5f4,9,0,4,1,335035,335375,340,3,RECEIVED
24c23_0_4_1,0x24c23,10,0,4,1,335265,335725,460,3,RECEIVED
7ea45d_1_0_1,0x7ea45d,11,1,0,1,335385,335575,190,4,RECEIVED
485af7_4_5_1,0x485af7,12,4,5,1,335645,335995,350,15,RECEIVED
2d32d0_0_1_1,0x2d32d0,13,0,1,1,335885,336075,190,0,RECEIVED
6a180c_5_1_0,0x6a180c,14,5,1,0,336015,336115,100,8,RECEIVED
698a3e_5_3_1,0x698a3e,15,5,3,1,336175,336455,280,10,RECEIVED
bf5de_0_3_1,0xbf5de,0,0,3,1,336425,336795,370,2,RECEIVED
14e48b_1_5_1,0x14e48b,1,1,5,1,336675,337135,460,12,RECEIVED
5bc871_5_2_0,0x5bc871,2,5,2,0,336875,337005,130,9,RECEIVED
3654dd_5_2_0,0x3654dd,3,5,2,0,337035,337225,190,9,RECEIVED
31504a_2_0_1,0x31504a,4,2,0,1,337285,337425,140,5,RECEIVED
59774c_0_3_1,0x59774c,5,0,3,1,337425,337885,460,2,RECEIVED
791cab_5_4_1,0x791cab,6,5,4,1,337635,337895,260,11,RECEIVED
4aded2_1_0_1,0x4aded2,7,1,0,1,337725,338005,280,4,RECEIVED
40dda5_0_1_1,0x40dda5,8,0,1,1,337835,338115,280,0,RECEIVED
ad5f8_5_4_1,0xad5f8,9,5,4,1,337995,338275,280,11,RECEIVED
1074ba_1_5_0,0x1074ba,10,1,5,0,338275,338785,510,12,RECEIVED
436e16_3_0_0,0x436e16,11,3,0,0,338495,338595,100,6,RECEIVED
257750_4_0_1,0x257750,12,4,0,1,338735,338745,10,7,RECEIVED
75852c_0_3_0,0x75852c,13,0,3,0,338925,339345,420,2,RECEIVED
5adcc3_2_0_0,0x5adcc3,14,2,0,0,339115,339305,190,5,RECEIVED
2c2130_2_0_1,0x2c2130,15,2,0,1,339315,339505,190,5,RECEIVED
d7380_1_5_0,0xd7380,0,1,5,0,339425,339975,550,12,RECEIVED
71a006_1_0_1,0x71a006,1,1,0,1,339645,339925,280,4,RECEIVED
50ad65_4_0_1,0x50ad65,2,4,0,1,339815,339825,10,7,RECEIVED
157c00_0_1_1,0x157c00,3,0,1,1,339985,340265,280,0,RECEIVED
1a2169_5_2_1,0x1a2169,4,5,2,1,340085,340185,100,9,RECEIVED
50ef5a_2_0_0,0x50ef5a,5,2,0,0,340285,340475,190,5,RECEIVED
1546d8_5_2_1,0x1546d8,6,5,2,1,340495,340595,100,9,RECEIVED
12fcb2_5_3_1,0x12fcb2,7,5,3,1,340715,340905,190,10,RECEIVED
3344d2_0_3_1,0x3344d2,8,0,3,1,340975,341375,400,2,RECEIVED
7bf70e_0_4_1,0x7bf70e,9,0,4,1,341135,341625,490,3,RECEIVED
231675_0_1_0,0x231675,10,0,1,0,341305,341585,280,0,RECEIVED
40931c_0_1_1,0x40931c,11,0,1,1,341395,341685,290,0,RECEIVED
4716c1_5_4_0,0x4716c1,12,5,4,0,341525,341805,280,11,RECEIVED
45bec5_5_2_1,0x45bec5,13,5,2,1,341665,341765,100,9,RECEIVED
44ad05_2_0_1,0x44ad05,14,2,0,1,341945,342135,190,5,RECEIVED
296062_5_4_0,0x296062,15,5,4,0,342105,342385,280,11,RECEIVED
112de7_5_4_1,0x112de7,0,5,4,1,342245,342525,280,11,RECEIVED
79e2bf_0_1_1,0x79e2bf,1,0,1,1,342385,342665,280,0,RECEIVED
27061d_5_4_1,0x27061d,2,5,4,1,342525,342805,280,11,RECEIVED
43da72_4_0_0,0x43da72,3,4,0,0,342725,342735,10,7,RECEIVED
3eb2d3_0_3_0,0x3eb2d3,4,0,3,0,342845,343285,440,2,RECEIVED
43b76f_0_4_1,0x43b76f,5,0,4,1,342965,343455,490,3,RECEIVED
69c6e6_1_5_0,0x69c6e6,6,1,5,0,343125,343655,530,12,RECEIVED
384cd9_2_0_1,0x384cd9,7,2,0,1,343305,343495,190,5,RECEIVED
31e6fa_5_2_0,0x31e6fa,8,5,2,0,343475,343575,100,9,RECEIVED
3a68e0_0_3_1,0x3a68e0,9,0,3,1,343575,344035,460,2,RECEIVED
6ce977_2_0_1,0x6ce977,10,2,0,1,343855,344045,190,5,RECEIVED
2e2f19_1_0_0,0x2e2f19,11,1,0,0,343965,344245,280,4,RECEIVED
78808d_1_5_0,0x78808d,12,1,5,0,344255,344805,550,12,RECEIVED
3c18dc_3_5_0,0x3c18dc,13,3,5,0,344505,344875,370,14,RECEIVED
78a22a_0_4_0,0x78a22a,14,0,4,0,344655,345205,550,3,RECEIVED
339731_5_2_1,0x339731,15,5,2,1,344765,344865,100,9,RECEIVED
7963db_3_0_0,0x7963db,0,3,0,0,345005,345105,100,6,RECEIVED
7ca2b7_5_2_0,0x7ca2b7,1,5,2,0,345285,345385,100,9,RECEIVED
3bf86a_5_2_0,0x3bf86a,2,5,2,0,345525,345625,100,9,RECEIVED
297b59_5_3_1,0x297b59,3,5,3,1,345625,345815,190,10,RECEIVED
6f1b_2_5_1,0x6f1b,4,2,5,1,345795,346135,340,13,RECEIVED
3c6025_2_0_0,0x3c6025,5,2,0,0,345935,346125,190,5,RECEIVED
10db3a_0_1_0,0x10db3a,6,0,1,0,346155,346435,280,0,RECEIVED
154734_4_5_0,0x154734,7,4,5,0,346255,346535,280,15,RECEIVED
141384_5_3_0,0x141384,8,5,3,0,346465,346655,190,10,RECEIVED
4fc775_5_3_1,0x4fc775,9,5,3,1,346585,346775,190,10,RECEIVED
3027f8_5_1_0,0x3027f8,10,5,1,0,346835,346845,10,8,RECEIVED
45d0e6_3_0_0,0x45d0e6,11,3,0,0,347055,347155,100,6,RECEIVED
542087_3_5_0,0x542087,12,3,5,0,347155,347525,370,14,RECEIVED
699da3_3_5_0,0x699da3,13,3,5,0,347395,347765,370,14,RECEIVED
76ec15_5_3_0,0x76ec15,14,5,3,0,347635,347825,190,10,RECEIVED
1d5ae7_3_5_1,0x1d5ae7,15,3,5,1,347875,348125,250,14,RECEIVED
32ed66_4_5_0,0x32ed66,0,4,5,0,348025,348305,280,15,RECEIVED
4d12d7_0_1_0,0x4d12d7,1,0,1,0,348265,348545,280,0,RECEIVED
131ef5_4_5_0,0x131ef5,2,4,5,0,348495,348775,280,15,RECEIVED
36f6d6_5_1_1,0x36f6d6,3,5,1,1,348775,348785,10,8,RECEIVED
61dce5_3_5_1,0x61dce5,4,3,5,1,349045,349415,370,14,RECEIVED
5a0431_4_5_0,0x5a0431,5,4,5,0,349185,349465,280,15,RECEIVED
495d5e_2_5_0,0x495d5e,6,2,5,0,349345,349765,420,13,RECEIVED
2d0b6e_0_4_1,0x2d0b6e,7,0,4,1,349445,349935,490,3,RECEIVED
1cd1ce_5_3_0,0x1cd1ce,8,5,3,0,349605,349795,190,10,RECEIVED
7a4a68_0_4_1,0x7a4a68,9,0,4,1,349825,350375,550,3,RECEIVED
153d7f_1_5_0,0x153d7f,10,1,5,0,349955,350485,530,12,RECEIVED
48159_4_0_1,0x48159,11,4,0,1,350115,350125,10,7,RECEIVED
43e865_5_1_1,0x43e865,12,5,1,1,350385,350395,10,8,RECEIVED
5a497b_5_4_1,0x5a497b,13,5,4,1,350675,350955,280,11,RECEIVED
17b698_1_0_0,0x17b698,14,1,0,0,350935,351215,280,4,RECEIVED
2068d3_1_5_1,0x2068d3,15,1,5,1,351165,351655,490,12,RECEIVED
5c9a5b_5_3_1,0x5c9a5b,0,5,3,1,351325,351515,190,10,RECEIVED
17d1_3_0_0,0x17d1,1,3,0,0,351445,351545,100,6,RECEIVED
9c94d_0_3_1,0x9c94d,2,0,3,1,351645,352105,460,2,RECEIVED
181f4_5_2_0,0x181f4,3,5,2,0,351745,351845,100,9,RECEIVED
a4a3c_0_4_1,0xa4a3c,4,0,4,1,351815,352365,550,3,RECEIVED
5b0335_1_5_0,0x5b0335,5,1,5,0,351995,352525,530,12,RECEIVED
6fcaa5_0_3_0,0x6fcaa5,6,0,3,0,352105,352505,400,2,RECEIVED
7ea488_5_3_0,0x7ea488,7,5,3,0,352255,352445,190,10,RECEIVED
1d03eb_5_2_0,0x1d03eb,8,5,2,0,352355,352455,100,9,RECEIVED
698959_4_0_1,0x698959,9,4,0,1,352555,352565,10,7,RECEIVED
3070dd_0_4_0,0x3070dd,10,0,4,0,352815,353365,550,3,RECEIVED
72ef32_5_1_0,0x72ef32,11,5,1,0,352965,352975,10,8,RECEIVED
112f4f_2_5_0,0x112f4f,12,2,5,0,353055,353515,460,13,RECEIVED
4ec9e5_3_5_1,0x4ec9e5,13,3,5,1,353265,353515,250,14,RECEIVED
16c9e4_1_0_1,0x16c9e4,14,1,0,1,353515,353795,280,4,RECEIVED
339115_5_2_1,0x339115,15,5,2,1,353745,353845,100,9,RECEIVED
a4703_3_0_0,0xa4703,0,3,0,0,354005,354105,100,6,RECEIVED
3483b2_4_0_0,0x3483b2,1,4,0,0,354165,354175,10,7,RECEIVED
7b8459_5_4_0,0x7b8459,2,5,4,0,354355,354635,280,11,RECEIVED
551d6d_0_1_1,0x551d6d,3,0,1,1,354585,354865,280,0,RECEIVED
723f67_4_0_0,0x723f67,4,4,0,0,354835,354845,10,7,RECEIVED
45614d_0_3_0,0x45614d,5,0,3,0,355055,355495,440,2,RECEIVED
2970e_3_0_1,0x2970e,6,3,0,1,355335,355435,100,6,RECEIVED
41868_3_0_0,0x41868,7,3,0,0,355575,355675,100,6,RECEIVED
42662e_5_4_0,0x42662e,8,5,4,0,355855,356135,280,11,RECEIVED
4e6044_5_2_0,0x4e6044,9,5,2,0,355995,356095,100,9,RECEIVED
6eadb5_4_0_1,0x6eadb5,10,4,0,1,356265,356275,10,7,RECEIVED
573b6a_0_4_1,0x573b6a,11,0,4,1,356445,356875,430,3,RECEIVED
74a2d6_4_0_1,0x74a2d6,12,4,0,1,356585,356595,10,7,RECEIVED
6853db_5_1_0,0x6853db,13,5,1,0,356675,356685,10,8,RECEIVED
21da4_3_0_1,0x21da4,14,3,0,1,356935,357035,100,6,RECEIVED
723a2a_2_5_0,0x723a2a,15,2,5,0,357055,357495,440,13,RECEIVED
43d6b3_5_3_1,0x43d6b3,0,5,3,1,357205,357395,190,10,RECEIVED
420afb_5_1_0,0x420afb,1,5,1,0,357405,357415,10,8,RECEIVED
